,종목코드,종목명,종류
1498,094850,참좋은여행,KOSDAQ
1499,094940,푸른기술,KOSDAQ
1500,094970,제이엠티,KOSDAQ
1501,095190,이엠코리아,KOSDAQ
1502,095270,웨이브일렉트로,KOSDAQ
1503,095340,ISC,KOSDAQ
1504,095500,미래나노텍,KOSDAQ
1505,095570,AJ네트웍스,KOSPI
1506,095610,테스,KOSDAQ
1507,095660,네오위즈,KOSDAQ
1508,095700,제넥신,KOSDAQ
1509,095720,웅진씽크빅,KOSPI
1510,095910,에스에너지,KOSDAQ
1511,096040,이트론,KOSDAQ
1512,096240,청담러닝,KOSDAQ
1513,096300,베트남개발1,KOSPI
1514,096350,대창솔루션,KOSDAQ
1515,096530,씨젠,KOSDAQ
1516,096610,알에프세미,KOSDAQ
1517,096630,에스코넥,KOSDAQ
1518,096640,멜파스,KOSDAQ
1519,096760,JW홀딩스,KOSPI
1520,096770,SK이노베이션,KOSPI
1521,096775,SK이노베이션우,KOSPI
1522,096870,엘디티,KOSDAQ
1523,097230,한진중공업,KOSPI
1524,097520,엠씨넥스,KOSDAQ
1525,097750,TREX 중소형가치,ETF
1526,097780,에스맥,KOSDAQ
1527,097800,윈팩,KOSDAQ
1528,097870,효성오앤비,KOSDAQ
1529,097950,CJ제일제당,KOSPI
1530,097955,CJ제일제당 우,KOSPI
1531,098120,마이크로컨텍솔,KOSDAQ
1532,098460,고영,KOSDAQ
1533,098560,TIGER 방송통신,ETF
1534,098660,에스티오,KOSDAQ
1535,099140,KODEX China H,ETF
1536,099190,아이센스,KOSDAQ
1537,099220,SDN,KOSDAQ
1538,099320,쎄트렉아이,KOSDAQ
1539,099340,하나니켈1호,KOSPI
1540,099350,하나니켈2호,KOSPI
1541,099410,동방선기,KOSDAQ
1542,099440,SMEC,KOSDAQ
1543,099520,ITX엠투엠,KOSDAQ
1544,099660,한솔신텍,KOSDAQ
1545,099830,씨그널엔터테인먼트그룹,KOSDAQ
1546,100030,모바일리더,KOSDAQ
1547,100090,삼강엠앤티,KOSDAQ
1548,100120,뷰웍스,KOSDAQ
1549,100130,동국S&C;,KOSDAQ
1550,100220,비상교육,KOSPI
1551,100250,진양홀딩스,KOSPI
1552,100660,서암기계공업,KOSDAQ
1553,100700,세운메디칼,KOSDAQ
1554,100840,S&TC;,KOSPI
1555,100910,KOSEF KRX100,ETF
1556,101000,디엠씨,KOSDAQ
1557,101060,SBS미디어홀딩스,KOSPI
1558,101140,아티스,KOSPI
1559,101160,월덱스,KOSDAQ
1560,101170,우림기계,KOSDAQ
1561,101240,씨큐브,KOSDAQ
1562,101280,KODEX 일본TOPIX100,ETF
1563,101330,모베이스,KOSDAQ
1564,101390,아이엠,KOSDAQ
1565,101400,엔시트론,KOSDAQ
1566,101490,에스앤에스텍,KOSDAQ
1567,101530,해태제과식품,KOSPI
1568,101670,코리아에스이,KOSDAQ
1569,101680,한국정밀기계,KOSDAQ
1570,101730,조이맥스,KOSDAQ
1571,101930,인화정공,KOSDAQ
1572,102110,TIGER 200,ETF
1573,102120,어보브반도체,KOSDAQ
1574,102210,해덕파워웨이,KOSDAQ
1575,102260,동성코퍼레이션,KOSPI
1576,102280,쌍방울,KOSPI
1577,102460,이연제약,KOSPI
1578,102710,이엔에프테크놀로지,KOSDAQ
1579,102780,KODEX 삼성그룹,ETF
1580,102940,코오롱생명과학,KOSDAQ
1581,102960,KODEX 기계장비,ETF
1582,102970,KODEX 증권,ETF
1583,103130,웅진에너지,KOSPI
1584,103140,풍산,KOSPI
1585,103230,에스앤더블류,KOSDAQ
1586,103590,일진전기,KOSPI
1587,104040,대성파인텍,KOSDAQ
1588,104200,NHN벅스,KOSDAQ
1589,104460,동양피엔에프,KOSDAQ
1590,104480,티케이케미칼,KOSDAQ
1591,104520,KOSEF 블루칩,ETF
1592,104530,KOSEF 고배당,ETF
1593,104540,코렌텍,KOSDAQ
1594,104700,한국철강,KOSPI
1595,104830,원익머트리얼즈,KOSDAQ
1596,105010,TIGER 라틴35,ETF
1597,105190,KINDEX 200,ETF
1598,105330,케이엔더블유,KOSDAQ
1599,105560,KB금융,KOSPI
1600,105630,한세실업,KOSPI
1601,105740,디케이락,KOSDAQ
1602,105780,KBSTAR 5대그룹주,ETF
1603,105840,우진,KOSPI
1604,106080,알비케이이엠디,KOSDAQ
1605,106190,하이텍팜,KOSDAQ
1606,106240,파인테크닉스,KOSDAQ
1607,106520,디지탈옵틱,KOSDAQ
1608,107590,미원홀딩스,KOSPI
1609,108230,톱텍,KOSDAQ
1610,108320,실리콘웍스,KOSDAQ
1611,108380,대양전기공업,KOSDAQ
1612,108450,KINDEX 삼성그룹섹터가중,ETF
1613,108590,TREX 200,ETF
1614,108670,LG하우시스,KOSPI
1615,108675,LG하우시스우,KOSPI
1616,108790,인터파크,KOSDAQ
1617,108860,셀바스AI,KOSDAQ
1618,109070,KGP,KOSPI
1619,109080,옵티시스,KOSDAQ
1620,109610,에스와이패널,KOSDAQ
1621,109740,디에스케이,KOSDAQ
1622,109820,진매트릭스,KOSDAQ
1623,109860,동일금속,KOSDAQ
1624,109960,에이프로젠 H&G;,KOSDAQ
1625,111770,영원무역,KOSPI
1626,111820,지와이커머스,KOSDAQ
1627,111870,삼본정밀전자,KOSDAQ
1628,112040,위메이드,KOSDAQ
1629,112610,씨에스윈드,KOSPI
1630,113810,디젠스,KOSDAQ
1631,114090,GKL,KOSPI
1632,114100,KBSTAR 국고채3년,ETF
1633,114120,크루셜텍,KOSDAQ
1634,114190,웰크론강원,KOSDAQ
1635,114260,KODEX 국고채3년,ETF
1636,114450,KPX생명과학,KOSDAQ
1637,114460,KINDEX 중기국고채,ETF
1638,114470,KOSEF 국고채3년,ETF
1639,114570,에스이티아이,KOSDAQ
1640,114630,우노앤컴퍼니,KOSDAQ
1641,114800,KODEX 인버스,ETF
1642,114810,아이원스,KOSDAQ
1643,114820,TIGER 국채3년,ETF
1644,115160,휴맥스,KOSDAQ
1645,115180,큐리언트,KOSDAQ
1646,115310,인포바인,KOSDAQ
1647,115390,락앤락,KOSPI
1648,115440,우리넷,KOSDAQ
1649,115450,디지탈아리아,KOSDAQ
1650,115480,씨유메디칼,KOSDAQ
1651,115500,케이씨에스,KOSDAQ
1652,115530,씨엔플러스,KOSDAQ
1653,115570,스타플렉스,KOSDAQ
1654,115610,이미지스,KOSDAQ
1655,115960,연우,KOSDAQ
1656,117460,KODEX 에너지화학,ETF
1657,117580,대성에너지,KOSPI
1658,117680,KODEX 철강,ETF
1659,117690,TIGER 차이나항셍25,ETF
1660,117700,KODEX 건설,ETF
1661,118000,우리들생명과학,KOSPI
1662,118990,모트렉스,KOSDAQ
1663,119500,포메탈,KOSDAQ
1664,119610,인터로조,KOSDAQ
1665,119650,KC코트렐,KOSPI
1666,119830,아이텍반도체,KOSDAQ
1667,119850,지엔씨에너지,KOSDAQ
1668,119860,다나와,KOSDAQ
1669,120030,조선선재,KOSPI
1670,120110,코오롱인더,KOSPI
1671,120115,코오롱인더우,KOSPI
1672,120240,대정화금,KOSDAQ
1673,121440,골프존뉴딘,KOSDAQ
1674,121600,나노신소재,KOSDAQ
1675,121850,코이즈,KOSDAQ
1676,121890,에스디시스템,KOSDAQ
1677,122090,ARIRANG 코스피50,ETF
1678,122260,KOSEF 통안채1년,ETF
1679,122350,삼기오토모티브,KOSDAQ
1680,122450,KMH,KOSDAQ
1681,122630,KODEX 레버리지,ETF
1682,122690,서진오토모티브,KOSDAQ
1683,122800,썬텍,KOSDAQ
1684,122870,와이지엔터테인먼트,KOSDAQ
1685,122900,아이마켓코리아,KOSPI
1686,122990,와이솔,KOSDAQ
1687,123010,옵토팩,KOSDAQ
1688,123040,엠에스오토텍,KOSDAQ
1689,123100,테라세미콘,KOSDAQ
1690,123260,사파이어테크놀로지,KOSDAQ
1691,123310,TIGER 인버스,ETF
1692,123320,TIGER 레버리지,ETF
1693,123330,제닉,KOSDAQ
1694,123410,코리아에프티,KOSDAQ
1695,123420,하나그린스팩,KOSDAQ
1696,123570,이엠넷,KOSDAQ
1697,123690,한국화장품,KOSPI
1698,123700,SJM,KOSPI
1699,123750,알톤스포츠,KOSDAQ
1700,123840,키움스팩1호,KOSDAQ
1701,123860,아나패스,KOSDAQ
1702,123890,한국자산신탁,KOSPI
1703,124500,아이티센,KOSDAQ
1704,126560,현대에이치씨엔,KOSPI
1705,126600,코프라,KOSDAQ
1706,126640,화신정공,KOSDAQ
1707,126700,하이비젼시스템,KOSDAQ
1708,126870,뉴로스,KOSDAQ
1709,126880,제이엔케이히터,KOSDAQ
1710,127120,디엔에이링크,KOSDAQ
1711,127160,매직마이크로,KOSDAQ
1712,127710,아시아경제,KOSDAQ
1713,128660,피제이메탈,KOSDAQ
1714,128820,대성산업,KOSPI
1715,128940,한미약품,KOSPI
1716,129260,인터지스,KOSPI
1717,130500,GH신소재,KOSDAQ
1718,130580,나이스디앤비,KOSDAQ
1719,130660,한전산업,KOSPI
1720,130680,TIGER 원유선물Enhanced(H),ETF
1721,130730,KOSEF 단기자금,ETF
1722,130740,티피씨글로벌,KOSDAQ
1723,130960,CJ E&M;,KOSDAQ
1724,131030,하이제1호스팩,KOSDAQ
1725,131090,시큐브,KOSDAQ
1726,131180,딜리,KOSDAQ
1727,131220,대한과학,KOSDAQ
1728,131290,티에스이,KOSDAQ
1729,131370,케이비게임앤앱스스팩,KOSDAQ
1730,131390,피앤이솔루션,KOSDAQ
1731,131400,액트,KOSDAQ
1732,131760,파인텍,KOSDAQ
1733,131890,KINDEX 삼성그룹동일가중,ETF
1734,131970,테스나,KOSDAQ
1735,132030,KODEX 골드선물(H),ETF
1736,133690,TIGER 미국나스닥100,ETF
1737,133750,메가엠디,KOSDAQ
1738,133820,화인베스틸,KOSPI
1739,134060,이퓨쳐,KOSDAQ
1740,134380,미원화학,KOSPI
1741,134580,디엠티,KOSDAQ
1742,134780,화진,KOSDAQ
1743,134790,팀스,KOSPI
1744,136340,KBSTAR 중기우량회사채,ETF
1745,136480,하림,KOSDAQ
1746,136490,선진,KOSPI
1747,136510,쎄미시스코,KOSDAQ
1748,136540,윈스테크넷,KOSDAQ
1749,137400,피엔티,KOSDAQ
1750,137610,TIGER 농산물선물Enhanced(H),ETF
1751,137930,마이다스 200커버드콜5%OTM,ETF
1752,137940,넥스트아이,KOSDAQ
1753,137950,제이씨케미칼,KOSDAQ
1754,138040,메리츠금융지주,KOSPI
1755,138070,신진에스엠,KOSDAQ
1756,138080,오이솔루션,KOSDAQ
1757,138230,KOSEF 미국달러선물,ETF
1758,138360,에이씨티,KOSDAQ
1759,138490,코오롱플라스틱,KOSPI
1760,138520,TIGER 삼성그룹펀더멘털,ETF
1761,138530,TIGER LG그룹+펀더멘털,ETF
1762,138540,TIGER 현대차그룹+펀더멘털,ETF
1763,138580,비즈니스온,KOSDAQ
1764,138610,나이벡,KOSDAQ
1765,138690,엘아이에스,KOSDAQ
1766,138910,KODEX 구리선물(H),ETF
1767,138920,KODEX 콩선물(H),ETF
1768,138930,BNK금융지주,KOSPI
1769,139050,아이지스시스템,KOSDAQ
1770,139130,DGB금융지주,KOSPI
1771,139220,TIGER 200 건설,ETF
1772,139230,TIGER 200 중공업,ETF
1773,139240,TIGER 200 철강소재,ETF
1774,139250,TIGER 200 에너지화학,ETF
1775,139260,TIGER 200 IT,ETF
1776,139270,TIGER 200 금융,ETF
1777,139280,TIGER 경기방어,ETF
1778,139290,TIGER 200 경기소비재,ETF
1779,139310,TIGER 금속선물(H),ETF
1780,139320,TIGER 금은선물(H),ETF
1781,139480,이마트,KOSPI
1782,139660,KOSEF 미국달러선물인버스,ETF
1783,139670,넥스트리밍,KOSDAQ
1784,140070,서플러스글로벌,KOSDAQ
1785,140410,메지온,KOSDAQ
1786,140520,대창스틸,KOSDAQ
1787,140570,KBSTAR 수출주,ETF
1788,140580,KBSTAR 우량업종,ETF
1789,140670,알에스오토메이션,KOSDAQ
1790,140700,KODEX 보험,ETF
1791,140710,KODEX 운송,ETF
1792,140860,파크시스템스,KOSDAQ
1793,140890,트러스제7호,KOSPI
1794,140950,파워 코스피100,ETF
1795,141000,비아트론,KOSDAQ
1796,141020,포티스,KOSDAQ
1797,141070,맥스로텍,KOSDAQ
1798,141080,레고켐바이오,KOSDAQ
1799,141240,ARIRANG 코스피100동일가중,ETF
1800,142210,유니트론텍,KOSDAQ
1801,142280,녹십자엠에스,KOSDAQ
1802,142760,바이오리더스,KOSDAQ
1803,143160,아이디스,KOSDAQ
1804,143210,핸즈코퍼레이션,KOSPI
1805,143240,사람인에이치알,KOSDAQ
1806,143460,KINDEX 밸류대형,ETF
1807,143540,영우디에스피,KOSDAQ
1808,143850,TIGER 미국S&P500;선물(H),ETF
1809,143860,TIGER 헬스케어,ETF
1810,144510,녹십자랩셀,KOSDAQ
1811,144600,KODEX 은선물(H),ETF
1812,144620,코오롱머티리얼,KOSPI
1813,144960,뉴파워프라즈마,KOSDAQ
1814,145020,휴젤,KOSDAQ
1815,145270,케이탑리츠,KOSPI
1816,145670,KINDEX 인버스,ETF
1817,145850,TREX 펀더멘탈 200,ETF
1818,145990,삼양사,KOSPI
1819,145995,삼양사우,KOSPI
1820,147760,마이크로프랜드,KOSDAQ
1821,147830,제룡산업,KOSDAQ
1822,147970,TIGER 모멘텀,ETF
1823,148020,KBSTAR 200,ETF
1824,148070,KOSEF 국고채10년,ETF
1825,148140,비디아이,KOSDAQ
1826,148250,알엔투테크놀로지,KOSDAQ
1827,149940,모다,KOSDAQ
1828,149950,아바텍,KOSDAQ
1829,149980,하이로닉,KOSDAQ
1830,150460,TIGER 중국소비테마,ETF
1831,150840,인트로메딕,KOSDAQ
1832,150900,파수닷컴,KOSDAQ
1833,152100,ARIRANG 200,ETF
1834,152180,TIGER 생활필수품,ETF
1835,152280,KOSEF 200,ETF
1836,152330,코리아오토글라스,KOSPI
1837,152380,KODEX 국채선물10년,ETF
1838,152500,KINDEX 레버리지,ETF
1839,152550,한국ANKOR유전,KOSPI
1840,152870,파워 200,ETF
1841,153130,KODEX 단기채권,ETF
1842,153270,KOSEF 코스피100,ETF
1843,153360,하이골드3호,KOSPI
1844,153460,네이블,KOSDAQ
1845,153490,우리이앤엘,KOSDAQ
1846,154030,아시아종묘,KOSDAQ
1847,154040,솔루에타,KOSDAQ
1848,155650,와이엠씨,KOSDAQ
1849,155660,DSR,KOSPI
1850,155900,바다로19호,KOSPI
1851,155960,지디,KOSDAQ
1852,156080,KODEX MSCI Korea,ETF
1853,156100,엘앤케이바이오,KOSDAQ
1854,157450,TIGER 단기통안채,ETF
1855,157490,TIGER 소프트웨어,ETF
1856,157500,TIGER 증권,ETF
1857,157510,TIGER 자동차,ETF
1858,157520,TIGER 화학,ETF
1859,158310,인터불스,KOSDAQ
1860,159580,제로투세븐,KOSDAQ
1861,159650,하이골드8호,KOSPI
1862,159800,마이티 코스피100,ETF
1863,159910,스킨앤스킨,KOSDAQ
1864,160550,NEW,KOSDAQ
1865,160580,TIGER 구리실물,ETF
1866,160600,에스엔텍,KOSDAQ
1867,160980,싸이맥스,KOSDAQ
1868,161000,애경유화,KOSPI
1869,161390,한국타이어,KOSPI
1870,161490,ARIRANG 경기방어주,ETF
1871,161500,ARIRANG 경기주도주,ETF
1872,161510,ARIRANG 고배당주,ETF
1873,161570,미동앤씨네마,KOSDAQ
1874,161580,필옵틱스,KOSDAQ
1875,161890,한국콜마,KOSPI
1876,163560,동일고무벨트,KOSPI
1877,166090,하나머티리얼즈,KOSDAQ
1878,166400,TIGER 200커버드콜5%OTM,ETF
1879,166480,코아스템,KOSDAQ
1880,167860,KOSEF 국고채10년레버리지,ETF
1881,168300,KTOP 코스피50,ETF
1882,168330,내츄럴엔도텍,KOSDAQ
1883,168490,한국패러랠,KOSPI
1884,168580,KINDEX 중국본토CSI300,ETF
1885,169950,KODEX 중국본토 A50,ETF
1886,170030,현대공업,KOSDAQ
1887,170350,TIGER 베타플러스,ETF
1888,170900,동아에스티,KOSPI
1889,170920,엘티씨,KOSDAQ
1890,171010,램테크놀러지,KOSDAQ
1891,171090,선익시스템,KOSDAQ
1892,171120,라이온켐텍,KOSDAQ
1893,173940,에프엔씨엔터,KOSDAQ
1894,174350,TIGER 로우볼,ETF
1895,174360,KBSTAR 중국본토대형주CSI100,ETF
1896,174880,장원테크,KOSDAQ
1897,174900,앱클론,KOSDAQ
1898,175140,인포마크,KOSDAQ
1899,175330,JB금융지주,KOSPI
1900,176440,에이치엔티,KOSDAQ
1901,176710,파워 중기국고채,ETF
1902,176950,KODEX 국채선물10년인버스,ETF
1903,177350,베셀,KOSDAQ
1904,177830,파버나인,KOSDAQ
1905,178320,서진시스템,KOSDAQ
1906,178780,유테크,KOSDAQ
1907,178920,SKC코오롱PI,KOSDAQ
1908,179900,유티아이,KOSDAQ
1909,180400,캔서롭,KOSDAQ
1910,180640,한진칼,KOSPI
1911,18064K,한진칼우,KOSPI
1912,181340,이즈미디어,KOSDAQ
1913,181480,KINDEX 미국다우존스리츠(합성 H),ETF
1914,181710,NHN엔터테인먼트,KOSPI
1915,182400,에이티젠,KOSDAQ
1916,182480,TIGER 미국MSCI리츠(합성 H),ETF
1917,182490,TIGER 단기선진하이일드(합성 H),ETF
1918,182690,테라셈,KOSDAQ
1919,183190,아세아시멘트,KOSPI
1920,183300,코미코,KOSDAQ
1921,183490,엔지켐생명과학,KOSDAQ
1922,183700,KBSTAR 채권혼합,ETF
1923,183710,KBSTAR 주식혼합,ETF
1924,185490,아이진,KOSDAQ
1925,185680,KODEX 미국S&P;바이오(합성),ETF
1926,185750,종근당,KOSPI
1927,187220,디티앤씨,KOSDAQ
1928,187270,신화콘텍,KOSDAQ
1929,187420,제노포커스,KOSDAQ
1930,187790,나노,KOSDAQ
1931,187870,디바이스이엔지,KOSDAQ
1932,189300,인텔리안테크,KOSDAQ
1933,189400,ARIRANG 글로벌MSCI(합성 H),ETF
1934,189690,포시에스,KOSDAQ
1935,189860,서전기전,KOSDAQ
1936,189980,흥국에프엔비,KOSDAQ
1937,190150,ARIRANG 바벨 채권,ETF
1938,190160,ARIRANG 단기유동성,ETF
1939,190510,나무가,KOSDAQ
1940,190620,KINDEX 단기통안채,ETF
1941,191410,육일씨엔에쓰,KOSDAQ
1942,191420,테고사이언스,KOSDAQ
1943,192080,더블유게임즈,KOSDAQ
1944,192090,TIGER 차이나CSI300,ETF
1945,192390,윈하이텍,KOSDAQ
1946,192400,쿠쿠홀딩스,KOSPI
1947,192410,감마누,KOSDAQ
1948,192440,슈피겐코리아,KOSDAQ
1949,192530,KJB금융지주,KOSPI
1950,192720,파워 고배당저변동성,ETF
1951,192820,코스맥스,KOSPI
1952,193250,와이제이엠게임즈,KOSDAQ
1953,194370,제이에스코퍼레이션,KOSPI
1954,194480,데브시스터즈,KOSDAQ
1955,194510,파티게임즈,KOSDAQ
1956,194610,우성아이비,KOSDAQ
1957,195440,퓨전데이타,KOSDAQ
1958,195870,해성디에스,KOSPI
1959,195920,TIGER 일본TOPIX(합성 H),ETF
1960,195930,TIGER 유로스탁스50(합성 H),ETF
1961,195970,ARIRANG 선진국MSCI(합성 H),ETF
1962,195980,ARIRANG 신흥국MSCI(합성 H),ETF
1963,195990,유지인트,KOSDAQ
1964,196030,KINDEX 일본TOPIX레버리지(H),ETF
1965,196170,알테오젠,KOSDAQ
1966,196220,KBSTAR 일본TOPIX레버리지(H),ETF
1967,196230,KBSTAR 단기통안채,ETF
1968,196300,애니젠,KOSDAQ
1969,196450,텔루스,KOSDAQ
1970,196490,디에이테크놀로지,KOSDAQ
1971,196700,웹스,KOSDAQ
1972,197210,리드,KOSDAQ
1973,198440,고려시멘트,KOSDAQ
1974,200020,KODEX 미국S&P; IT(합성),ETF
1975,200030,KODEX 미국S&P;산업재(합성),ETF
1976,200040,KODEX 미국S&P;금융(합성),ETF
1977,200050,KODEX 독일MSCI(합성),ETF
1978,200130,콜마비앤에이치,KOSDAQ
1979,200230,텔콘,KOSDAQ
1980,200250,KOSEF 인도Nifty50(합성),ETF
1981,200470,하이셈,KOSDAQ
1982,200670,휴메딕스,KOSDAQ
1983,200710,에이디테크놀로지,KOSDAQ
1984,200780,비씨월드제약,KOSDAQ
1985,200880,서연이화,KOSPI
1986,201490,미투온,KOSDAQ
1987,203450,유니온커뮤니티,KOSDAQ
1988,203650,드림시큐리티,KOSDAQ
1989,203690,프로스테믹스,KOSDAQ
1990,203780,TIGER 미국나스닥바이오,KOSPI
1991,204210,모두투어리츠,KOSPI
1992,204320,만도,KOSPI
1993,204420,ARIRANG 차이나H 레버리지(합성 H),KOSPI
1994,204450,KODEX China H 레버리지(H),KOSPI
1995,204480,TIGER 차이나CSI300레버리지(합성),KOSPI
1996,204620,글로벌텍스프리,KOSDAQ
1997,204630,화이브라더스코리아,KOSDAQ
1998,204840,지엘팜텍,KOSDAQ
1999,204990,현성바이탈,KOSDAQ
2000,205100,엑셈,KOSDAQ
2001,205470,휴마시스,KOSDAQ
2002,205500,액션스퀘어,KOSDAQ
2003,205720,KINDEX 일본TOPIX인버스(합성 H),KOSPI
2004,206400,엔터메이트,KOSDAQ
2005,206560,덱스터,KOSDAQ
2006,206640,바디텍메드,KOSDAQ
2007,206650,유바이오로직스,KOSDAQ
2008,206660,골든브릿지제2호스팩,KOSDAQ
2009,207720,엔에이치SL스팩,KOSDAQ
2010,207760,미스터블루,KOSDAQ
2011,207930,SK1호스팩,KOSDAQ
2012,207940,삼성바이오로직스,KOSPI
2013,208140,정다운,KOSDAQ
2014,208350,지란지교시큐리티,KOSDAQ
2015,208370,셀바스헬스케어,KOSDAQ
2016,208470,SMART 선진국MSCI World(합성 H),KOSPI
2017,208640,썸에이지,KOSDAQ
2018,208710,바이오로그디바이스,KOSDAQ
2019,208860,엔지스테크널러지,KOSDAQ
2020,210540,디와이파워,KOSPI
2021,210780,TIGER 코스피고배당,KOSPI
2022,210980,SK디앤디,KOSPI
2023,211210,마이티 코스피고배당,KOSPI
2024,211260,KINDEX 배당성장,KOSPI
2025,211270,AP위성,KOSDAQ
2026,211560,TIGER 배당성장,KOSPI
2027,211900,KODEX 배당성장,KOSPI
2028,212560,네오오토,KOSDAQ
2029,213090,미래테크놀로지,KOSDAQ
2030,213420,덕산네오룩스,KOSDAQ
2031,213500,한솔제지,KOSPI
2032,213610,KODEX 삼성그룹밸류,KOSPI
2033,213630,ARIRANG 미국다우존스고배당주(합성 H),KOSPI
2034,214150,클래시스,KOSDAQ
2035,214180,민앤지,KOSDAQ
2036,214320,이노션,KOSPI
2037,214330,금호에이치티,KOSPI
2038,214370,케어젠,KOSDAQ
2039,214390,경보제약,KOSPI
2040,214420,토니모리,KOSPI
2041,214430,아이쓰리시스템,KOSDAQ
2042,214450,파마리서치프로덕트,KOSDAQ
2043,214680,디알텍,KOSDAQ
2044,214870,에치디프로,KOSDAQ
2045,215000,골프존,KOSDAQ
2046,215100,로보로보,KOSDAQ
2047,215200,메가스터디교육,KOSDAQ
2048,215360,우리산업,KOSDAQ
2049,215380,우정비에스씨,KOSDAQ
2050,215480,토박스코리아,KOSDAQ
2051,215580,대우스팩3호,KOSDAQ
2052,215600,신라젠,KOSDAQ
2053,215750,미래에셋제3호스팩,KOSDAQ
2054,215790,이노인스트루먼트,KOSDAQ
2055,216050,인크로스,KOSDAQ
2056,217190,제너셈,KOSDAQ
2057,217480,에스디생명공학,KOSDAQ
2058,217600,켐온,KOSDAQ
2059,217620,디딤,KOSDAQ
2060,217730,강스템바이오텍,KOSDAQ
2061,217770,TIGER 원유선물인버스(H),ETF
2062,217780,TIGER 차이나CSI300인버스(합성),ETF
2063,217790,TIGER 가격조정,ETF
2064,217810,엔에이치스팩7호,KOSDAQ
2065,217820,엔에스,KOSDAQ
2066,218150,미래생명자원,KOSDAQ
2067,218410,RFHIC,KOSDAQ
2068,218420,KODEX 미국S&P;에너지(합성),ETF
2069,218710,키움스팩3호,KOSDAQ
2070,219130,타이거일렉,KOSDAQ
2071,219390,KBSTAR 미국S&P;원유생산기업(합성 H),ETF
2072,219420,링크제니시스,KOSDAQ
2073,219480,KODEX 미국S&P500;선물(H),ETF
2074,219550,MP한강,KOSDAQ
2075,219580,골든브릿지제3호스팩,KOSDAQ
2076,219860,한화에이스스팩2호,KOSDAQ
2077,219900,KINDEX 중국본토CSI300레버리지(합성),ETF
2078,219960,유안타제2호스팩,KOSDAQ
2079,220100,퓨쳐켐,KOSDAQ
2080,220130,SMART 중국본토 중소형 CSI500(합성 H),ETF
2081,220180,핸디소프트,KOSDAQ
2082,220260,켐트로스,KOSDAQ
2083,220630,해마로푸드서비스,KOSDAQ
2084,221200,유진스팩3호,KOSDAQ
2085,221610,한솔씨앤피,KOSDAQ
2086,221840,하이즈항공,KOSDAQ
2087,221950,케이비드림3호스팩,KOSDAQ
2088,221980,케이디켐,KOSDAQ
2089,222040,뉴트리바이오텍,KOSDAQ
2090,222080,씨아이에스,KOSDAQ
2091,222110,팬젠,KOSDAQ
2092,222170,ARIRANG S&P;한국배당성장,ETF
2093,222180,ARIRANG 스마트베타 Value,ETF
2094,222190,ARIRANG 스마트베타 Momentum,ETF
2095,222200,ARIRANG 스마트베타 Quality,ETF
2096,222390,케이비제8호스팩,KOSDAQ
2097,222420,쎄노텍,KOSDAQ
2098,222800,심텍,KOSDAQ
2099,222810,닉스테크,KOSDAQ
2100,222980,한국맥널티,KOSDAQ
2101,223040,교보5호스팩,KOSDAQ
2102,223190,KODEX 200가치저변동,ETF
2103,223310,이에스브이,KOSDAQ
2104,224060,코디엠,KOSDAQ
2105,224110,에이텍티앤,KOSDAQ
2106,225030,TIGER 미국S&P500;선물인버스(H),ETF
2107,225040,TIGER 미국S&P500;레버리지(합성 H),ETF
2108,225050,TIGER 유로스탁스레버리지(합성 H),ETF
2109,225060,TIGER 이머징마켓MSCI레버리지(합성 H),ETF
2110,225130,KINDEX 골드선물 레버리지(합성 H),ETF
2111,225190,삼양옵틱스,KOSDAQ
2112,225330,씨엠에스에듀,KOSDAQ
2113,225430,IBKS제3호스팩,KOSDAQ
2114,225440,이베스트스팩3호,KOSDAQ
2115,225530,보광산업,KOSDAQ
2116,225570,넷게임즈,KOSDAQ
2117,225590,패션플랫폼,KOSDAQ
2118,225650,쿠첸,KOSDAQ
2119,225800,KOSEF 미국달러선물 레버리지(합성),ETF
2120,226320,잇츠한불,KOSPI
2121,226340,에이치엠씨3호스팩,KOSDAQ
2122,226350,아이엠텍,KOSDAQ
2123,226360,이엑스티,KOSDAQ
2124,226380,KINDEX 한류,ETF
2125,226400,오스테오닉,KOSDAQ
2126,226440,동부스팩3호,KOSDAQ
2127,226490,KODEX 코스피,ETF
2128,226810,파워 단기채,ETF
2129,226850,키움스팩4호,KOSDAQ
2130,226980,KODEX 200 중소형,ETF
2131,227540,TIGER 200 헬스케어,ETF
2132,227550,TIGER 200 산업재,ETF
2133,227560,TIGER 200 생활소비재,ETF
2134,227570,TIGER 우량가치,ETF
2135,227610,아우딘퓨쳐스,KOSDAQ
2136,227830,ARIRANG 코스피,KOSPI
2137,227840,현대코퍼레이션홀딩스,KOSPI
2138,228340,동양파일,KOSDAQ
2139,228790,TIGER 화장품,ETF
2140,228800,TIGER 여행레저,ETF
2141,228810,TIGER 미디어컨텐츠,ETF
2142,228820,TIGER KTOP30,ETF
2143,228850,레이언스,KOSDAQ
2144,229200,KODEX 코스닥 150,ETF
2145,229640,LS전선아시아,KOSPI
2146,229720,KODEX KTOP30,ETF
2147,230240,하나금융7호스팩,KOSDAQ
2148,230360,에코마케팅,KOSDAQ
2149,230480,KOSEF 미국달러선물 인버스2X(합성),ETF
2150,230490,동부제4호스팩,KOSDAQ
2151,232080,TIGER 코스닥150,ETF
2152,232140,와이아이케이,KOSDAQ
